,title,rating,reviews,type,address,operating_hours,phone,website
152,Todos Arquitetura,4.8,10.0,Architect,"Rua Haddock Lobo, 684 - 5º andar - Consolação, São Paulo - SP, 01414-001, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 3154-0396,http://www.todosarquitetura.com/
153,Felipe Caboclo Arquitetura,5.0,11.0,Architect,"I, ED. CAMPUS OFFICES, Av. Plaza, 06 - conj 509 - Jardim Paraiso, Itu - SP, 13302-100, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 11 2715-3842,http://felipecaboclo.com.br/
154,Borges Arquitetura do seu Tempo,4.4,9.0,Architect,"R. Centauro, 231 - 5 andar - Santa Lúcia, Belo Horizonte - MG, 30360-310, Brazil","{'friday': '8:30AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8:30AM–6PM', 'tuesday': '8:30AM–6PM', 'wednesday': '8:30AM–6PM', 'thursday': '8:30AM–6PM'}",+55 31 3057-4344,http://www.giseleborges.arq.br/
155,Holy Family Chapel,5.0,49.0,Chapel,"R. Pedro Clementino, 208 - Itararé, Campina Grande - PB, 58411-108, Brazil",,,
156,PLUS arquitetura,4.8,18.0,Architect,"R. Santos Dumont, 406 - Centro, Tubarão - SC, 88701-611, Brazil","{'friday': '8:30AM–12PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8:30AM–12PM', 'tuesday': '8:30AM–12PM', 'wednesday': '8:30AM–12PM', 'thursday': '8:30AM–12PM'}",+55 48 3622-1114,http://www.plusarquitetura.com/
157,Arquitetura Nacional,4.9,9.0,Architect,"R. Félix da Cunha, 711 - Floresta, Porto Alegre - RS, 90570-001, Brazil",,+55 51 3237-9476,http://www.arquiteturanacional.com.br/
158,Liga Arquitetura e Urbanismo,5.0,7.0,Architect,"R. Teixeira de Freitas, 704 - Santo Antônio, Belo Horizonte - MG, 30350-180, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 31 99830-2277,http://www.liga.arq.br/
159,ES Arquitetura,4.8,13.0,Architect,"Bortoluzzi Center, R. João Pessoa, 45 - Centro, Criciúma - SC, 88801-530, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 48 3045-4500,http://esarquitetura.com/
160,Tetriz Arquitetura E Interiores,4.1,10.0,Architect,"Av. Reg. Feijó, 944 - Vila Formosa, São Paulo - SP, 03342-000, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 2656-9370,https://www.tetriz.com.br/
161,arquitetura legal,4.6,13.0,Architect,,"{'friday': '10AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '10AM–5PM', 'tuesday': '10AM–5PM', 'wednesday': '10AM–5PM', 'thursday': '10AM–5PM'}",+55 21 99296-2830,http://www.arquiteturalegal.arq.br/
162,Mobio Arquitetura,5.0,8.0,Architect,"R. Catete, 574 - Alto Barroca, Belo Horizonte - MG, 30431-016, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 31 99741-7499,http://www.mobio.arq.br/
163,Dr. Thomas Oliveira,5.0,1.0,Sports medicine physician,"Complexo Heron Marinho - Sala 811,Rua José Bernardino da, R. Maria Elizabete Silva, 97 - Vila Cabral, Campina Grande - PB, 58408-000, Brazil","{'friday': '1–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '1–7PM', 'tuesday': '1–7PM', 'wednesday': '1–7PM', 'thursday': '1–7PM'}",+55 83 99412-2291,https://instagram.com/drthomasoliveira?utm_medium=copy_link
164,Arquitetura 8,5.0,6.0,Architect,"Alameda São Caetano, 71 - Jardim, Santo André - SP, 09070-210, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 4427-5776,http://arquitetura8.com.br/
165,Fernando César Arquitetura,5.0,6.0,Architect,"R. Cosmos, 44 - Santa Lúcia, Belo Horizonte - MG, 30360-650, Brazil","{'friday': '9AM–5PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–5PM', 'tuesday': '9AM–5PM', 'wednesday': '9AM–5PM', 'thursday': '9AM–5PM'}",+55 31 98788-5546,http://fernandocesararq.com.br/
166,PJV Arquitetura,4.7,10.0,Architect,"R. Abraão João Francisco, 35 - Praia Alegre, Penha - SC, 88385-000, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 47 3345-0535,https://pjvarquitetura.com.br/
167,Praça Clementino Procópio,3.7,299.0,Fairground,"Av. Mal. Floriano Peixoto - Jardim Tavares, Campina Grande - PB, 58402-000, Brazil","{'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'sunday': 'Open 24 hours', 'monday': 'Open 24 hours', 'tuesday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",,
168,MR2 Arquitetura,5.0,1.0,Architect,"R. Cazuza Barreto, 137 - Estacao Velha, Campina Grande - PB, 58410-012, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",,
169,CR2 Arquitetura,4.2,5.0,Architect,"R. Inácio Pereira da Rocha, 158 - Pinheiros, São Paulo - SP, 05432-010, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 3034-4484,http://cr2arquitetura.com.br/
170,NV Arquitetura,5.0,7.0,Architect,"R. Silveira Martins, 510 - Centro, Novo Hamburgo - RS, 93510-310, Brazil",,+55 51 3527-2650,http://www.nvarq.com.br/sobre-nos/
171,FF Recepções,4.8,35.0,Banquet hall,"R. Henrimar Castro Oliveira, 72 - Alto Branco, Campina Grande - PB, 58401-714, Brazil",,+55 83 98630-4479,http://instagram.com/ffrecepcoes
172,School of Architecture and Urbanism of the University of Sao Paulo,4.8,179.0,Architecture school,"University of São Paulo, R. do Lago, 876 - Butantã, São Paulo - SP, 05508-080, Brazil",,+55 11 3091-4795,http://www.fau.usp.br/
173,Bittar Arquitetura,5.0,3.0,Architect,"Brookfield Towers, Av. Dep. Jamel Cecílio, 2929 - Sala 404-A - Jardim Goiás, Goiânia - GO, 74810-100, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 62 3212-8770,http://bittararquitetura.com.br/
174,Limina,,,Aluminum supplier,"R. Virgílio Pereira da Silva, 56 - Liberdade, Campina Grande - PB, 58414-218, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 83 98803-8991,http://limina.com.br/
175,Taguá Arquitetura,5.0,2.0,Architect,"Rua Carlos Zaim, 145, Prime 145, sala 5 - novo centro, Itu - SP, 13303-532, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 96066-9963,https://www.instagram.com/tagua.arq/
176,ALF ARQUITETURA,4.0,2.0,Architect,"Condomínio Ville de Montagne - Quadra 9, casa 8 - Jardim Botânico, Brasília - DF, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 61 99139-1542,http://alfarquitetura.com.br/
177,Studio OKA Arquitetura,5.0,2.0,Architect,"R. Levindo Lima, 183 - Parque Campolim, Sorocaba - SP, 18047-720, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 15 98138-1832,http://www.studiooka.com.br/
178,Escola de Arquitetura da UFMG,4.6,97.0,Public university,"R. Paraíba, 697 - Savassi, Belo Horizonte - MG, 30130-141, Brazil",,+55 31 3409-8801,http://www.arq.ufmg.br/
179,Oliva Arquitetura,4.8,8.0,Architecture firm,"Rua Pero Correia, 263 - cj 02 - Vila Mariana, São Paulo - SP, 04113-040, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 97178-2643,http://oliva.arq.br/
180,Escola de Arquitetura da UFMG,4.6,97.0,Public university,"R. Paraíba, 697 - Savassi, Belo Horizonte - MG, 30130-141, Brazil",,+55 31 3409-8801,http://www.arq.ufmg.br/
181,Holy Family Chapel,5.0,49.0,Chapel,"R. Pedro Clementino, 208 - Itararé, Campina Grande - PB, 58411-108, Brazil",,,
182,FALA! ARQUITETURA,4.5,8.0,Architecture firm,"1293 - 12, Maestro Offices, nº, R. Maestro Cardim - Bela Vista, São Paulo - SP, Brazil",,+55 11 99355-0710,http://falaarquitetura.com/
183,Forma Arquitetura Legal,4.6,23.0,Real estate consultant,"R. Henrique Sertório, 492 - Tatuapé, São Paulo - SP, 03066-065, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 2090-9200,http://www.formaarquiteturalegal.com.br/
184,Kube Arquitetura,5.0,7.0,Corporate office,"R. João Afonso, 31 - Humaitá, Rio de Janeiro - RJ, 22261-040, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 21 3529-0506,http://kubearquitetura.com.br/
185,Lucia Manzano | arquitetura + paisagismo,4.5,2.0,Architect,"Av. Padre Antônio José dos Santos, 1402 - Cidade Monções, São Paulo - SP, 04563-004, Brazil",,+55 11 5507-3560,http://luciamanzano.com.br/
186,Passos Associados,5.0,1.0,Architect,"Av. Paulista, 1374 - Bela Vista, São Paulo - SP, 01414-002, Brazil",,+55 11 4171-6949,http://www.passosarquitetura.com.br/
187,Dr. Thomas Oliveira,5.0,1.0,Sports medicine physician,"Complexo Heron Marinho - Sala 811,Rua José Bernardino da, R. Maria Elizabete Silva, 97 - Vila Cabral, Campina Grande - PB, 58408-000, Brazil","{'friday': '1–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '1–7PM', 'tuesday': '1–7PM', 'wednesday': '1–7PM', 'thursday': '1–7PM'}",+55 83 99412-2291,https://instagram.com/drthomasoliveira?utm_medium=copy_link
188,Ck Arquitetura - Nós Amamos Arquitetura,5.0,1.0,Architect,"R. Me. Verônica, 250 - Sala 204 - Centro, Gramado - RS, 95670-000, Brazil","{'friday': '8AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 51 99751-4953,http://ckarquitetura.com/
189,Praça Clementino Procópio,3.7,299.0,Fairground,"Av. Mal. Floriano Peixoto - Jardim Tavares, Campina Grande - PB, 58402-000, Brazil","{'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'sunday': 'Open 24 hours', 'monday': 'Open 24 hours', 'tuesday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",,
190,Arquitetura & Interiores,5.0,1.0,Architect,"R. Ponta Porã, 2900 - Vila Progresso, Dourados - MS, 79824-130, Brazil",,+55 67 3422-4086,http://domarquiteturaeinterioresarquitetodouglairmascarin.vitrinevirtual.net/
191,Interni Arquitetura,5.0,1.0,Architect,"R. Cristiano Viana, 401 - cj. 309 - Pinheiros, São Paulo - SP, 05411-000, Brazil",,,http://interniarquitetura.com.br/
192,IAU - Instituto de Arquitetura e Urbanismo,4.9,34.0,Public university,"Av. Trab. São Carlense, 400 - Centro, São Carlos - SP, 13566-590, Brazil","{'friday': 'Open 24 hours', 'saturday': 'Open 24 hours', 'sunday': 'Open 24 hours', 'monday': 'Open 24 hours', 'tuesday': 'Open 24 hours', 'wednesday': 'Open 24 hours', 'thursday': 'Open 24 hours'}",+55 16 3373-8769,http://www.iau.usp.br/
193,MACh Arquitetos,5.0,1.0,Architect,"R. Raul Pompéia, 225 - São Pedro, Belo Horizonte - MG, 30330-080, Brazil",,,
194,"Faculty of Architecture, University of Lisbon",4.0,110.0,Architecture school,"R. Sá Nogueira, 1349-063 Lisboa, Portugal","{'friday': '8AM–7PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '8AM–7PM', 'tuesday': '8AM–7PM', 'wednesday': '8AM–7PM', 'thursday': '8AM–7PM'}",+351 21 361 5000,http://www.fa.ulisboa.pt/
195,URBANA ARQUITETURA E PROJETOS LTDA,5.0,2.0,Architecture firm,"Av. dos Bandeirantes, 1725 - sala 8 - Anchieta, Belo Horizonte - MG, 30310-403, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 31 3262-4427,http://www.urbanaarquitetura.com.br/
196,MAD | Arquitetura + Design,5.0,1.0,Interior architect office,"Av. Pref. Chiquilito Erse, 2839 - Agenor M. de Carvalho, Porto Velho - RO, 76820-713, Brazil","{'friday': '8AM–6PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 69 99212-1088,https://www.instagram.com/mad_arquitetura
197,AsBEA-SP,5.0,1.0,Architect,"Escritório virtual, Av. Engenheiro Luís Carlos Berrini, 1140 - 7° andar - Cidade Monções, São Paulo - SP, 04571-930, Brazil","{'friday': '9AM–6PM', 'saturday': 'Closed', 'sunday': 'Closed', 'monday': '9AM–6PM', 'tuesday': '9AM–6PM', 'wednesday': '9AM–6PM', 'thursday': '9AM–6PM'}",+55 11 3168-4982,http://www.asbea.org.br/
198,FF Recepções,4.8,35.0,Banquet hall,"R. Henrimar Castro Oliveira, 72 - Alto Branco, Campina Grande - PB, 58401-714, Brazil",,+55 83 98630-4479,http://instagram.com/ffrecepcoes
199,CarlosNahum.Arquitetura&Construção,,,Architect,"Av. Pernambuco, 532 - Pacoval, Macapá - AP, 68908-290, Brazil","{'friday': '8AM–6PM', 'saturday': '8AM–12PM', 'sunday': 'Closed', 'monday': '8AM–6PM', 'tuesday': '8AM–6PM', 'wednesday': '8AM–6PM', 'thursday': '8AM–6PM'}",+55 96 98808-2616,
